event,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,currency,livingArea,bathrooms,bedrooms,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,homeType,county
Listed for sale,529000,476,San Diego,CA,1986,5845 Friars Rd APT 1207,92110,USD,1112,2,2,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,689000,919,San Diego,CA,1942,6753 N Elman St,92111,USD,750,1,2,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,740000,529,San Diego,CA,1974,3217 Columbia St APT 14,92103,USD,1400,2,2,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1199900,750,San Diego,CA,2009,1325 Pacific Hwy UNIT 901,92101,USD,1600,3,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1849000,652,San Diego,CA,2004,2920 W Bainbridge Rd,92106,USD,2838,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1099900,1113,San Diego,CA,1948,2210 Soto St,92107,USD,988,1,2,0,0,0,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,749000,446,Chula Vista,CA,1959,16 Shasta St,91910,USD,1680,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,999900,262,Chula Vista,CA,1966,169 Via De Laurencio,91910,USD,3823,3,6,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,649900,521,San Diego,CA,1971,2560 Deauville St,92139,USD,1248,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,649900,467,San Diego,CA,1961,6442 Garber Ave,92139,USD,1392,2,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,405000,468,San Diego,CA,1980,6890 Quebec Ct UNIT 1,92139,USD,866,1,2,1,0,0,One,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,599000,521,Chula Vista,CA,1942,123 5th Ave,91910,USD,1149,1,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,639900,452,San Diego,CA,1958,7404 Skyline Dr,92114,USD,1415,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,525000,492,San Diego,CA,1951,5477 San Onofre Ter,92114,USD,1066,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599900,368,National City,CA,2006,4102 Arroyo Way,91950,USD,1630,3,3,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,559000,407,San Diego,CA,1980,6713 Parkside Ave,92139,USD,1373,2,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,753,Chula Vista,CA,1950,603 Carla Ave,91910,USD,796,1,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,403,San Diego,CA,1959,2441 Calle Tortuosa,92139,USD,1488,2,3,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,799000,359,Chula Vista,CA,1984,430 Smoky Cir,91910,USD,2225,3,5,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,779000,328,San Diego,CA,1927,4230 Keeler Ave,92113,USD,2373,4,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,535000,525,National City,CA,2005,620 E 4th St,91950,USD,1020,2,3,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,599999,333,San Diego,CA,1991,7530 Woodbine Way,92114,USD,1804,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,695000,354,Chula Vista,CA,1969,610 Melrose Ave,91910,USD,1964,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,675000,402,San Diego,CA,1961,7404 Gatewood Ln,92114,USD,1680,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3895000,268,Chula Vista,CA,1987,271 Hilltop Dr,91910,USD,14560,15,13,1,0,0,Multi/Split,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,539999,290,San Diego,CA,1949,5946 Albemarle St,92139,USD,1862,2,3,1,0,0,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,385000,386,Chula Vista,CA,1991,575 E St UNIT 9,91910,USD,997,2,2,1,1,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,275000,422,San Diego,CA,1988,3780 National Ave APT 4,92113,USD,652,1,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,2200000,1715,San Diego,CA,1950,4445 Coronado Ave,92107,USD,1283,1,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,639000,702,San Diego,CA,1967,5015 Cape May Ave UNIT 104,92107,USD,910,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,2300000,728,San Diego,CA,1980,3701 Cedarbrae Ln,92106,USD,3160,5,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1049000,1234,San Diego,CA,1959,1743 Ocean Front St,92107,USD,850,2,2,1,0,0,One,0,0,0,CONDO,San Diego County
Listed for sale,1950000,678,San Diego,CA,1987,3716 Southernwood Way,92106,USD,2878,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2100000,0,San Diego,CA,1959,5066-68 Brighton Ave,92107,USD,0,0,0,0,0,0,Two,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,14950000,0,San Diego,CA,1978,3958-3958 Bayside Walk #3962,92109,USD,0,0,0,0,0,0,Three Or More,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,4200000,815,San Diego,CA,2010,4351 Monaco St,92107,USD,5155,5,4,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3199900,847,San Diego,CA,2021,1059 Alexandria Dr,92107,USD,3778,5,5,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1975000,1028,San Diego,CA,1942,980 Scott St,92106,USD,1921,2,3,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1049000,601,San Diego,CA,2019,3030 Jarvis St UNIT 6,92106,USD,1746,3,2,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1449000,999,San Diego,CA,1988,740 Asbury Ct #2,92109,USD,1450,2,3,1,1,1,One,0,0,0,CONDO,San Diego County
Listed for sale,1299000,822,San Diego,CA,1988,739 San Luis Rey Pl,92109,USD,1580,3,3,1,0,0,Two,0,0,0,CONDO,San Diego County
Listed for sale,1888000,999,San Diego,CA,1950,3615 Plumosa Dr,92106,USD,1889,4,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,678000,591,San Diego,CA,1999,10292 Wateridge Cir UNIT 256,92121,USD,1148,3,2,1,2,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,749000,686,San Diego,CA,1996,5516 Renaissance Ave #1,92122,USD,1092,2,2,1,1,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,425000,604,San Diego,CA,1987,7575 Charmant Dr #1004,92122,USD,704,1,1,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,539000,636,San Diego,CA,1988,7120 Shoreline Dr UNIT 2208,92122,USD,848,2,2,1,1,1,One,0,0,0,CONDO,San Diego County
Listed for sale,1295000,774,San Diego,CA,1968,6527 Mercer St,92122,USD,1674,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,595000,553,San Diego,CA,1981,8338 Regents Rd UNIT 1S,92122,USD,1075,2,2,1,3,1,One,0,1,0,CONDO,San Diego County
Listed for sale,629000,573,San Diego,CA,1985,4435 Nobel Dr UNIT 14,92122,USD,1097,2,3,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,659000,610,San Diego,CA,1972,7943 Camino Kiosco,92122,USD,1080,2,3,1,1,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,799000,725,La Jolla,CA,2000,9293 Regents Rd #C304,92037,USD,1102,2,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,3795000,1501,La Jolla,CA,2004,7964 Prospect Pl,92037,USD,2528,4,4,1,2,1,Three Or More,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,2499000,648,La Jolla,CA,1987,2751 Saint Laurent Pl,92037,USD,3859,5,4,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,929000,540,San Diego,CA,1991,7112 Calabria Ct UNIT B,92122,USD,1720,3,3,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1390000,534,La Jolla,CA,1989,9719 Keeneland Row,92037,USD,2601,3,4,1,2,1,Two,0,0,0,CONDO,San Diego County
Listed for sale,900000,521,San Diego,CA,1998,9408 Capricorn Way,92126,USD,1726,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,634300,508,San Diego,CA,1994,11245 Affinity Ct UNIT 86,92131,USD,1248,2,3,1,2,1,0,1,1,0,CONDO,San Diego County
Listed for sale,629000,564,San Diego,CA,1992,10020 Scripps Vista Way UNIT 67,92131,USD,1116,3,2,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,855000,493,San Diego,CA,1999,11673 Compass Point Dr N UNIT 3,92126,USD,1733,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,939000,557,San Diego,CA,1976,11709 Giles Way,92126,USD,1686,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1799000,459,San Diego,CA,2016,8220 Beacons Ct,92129,USD,3918,5,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,900000,548,San Diego,CA,1990,8030 Hagans Cir,92126,USD,1641,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1849000,454,San Diego,CA,2003,14457 Caminito Lazanja,92127,USD,4077,5,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,979000,568,San Diego,CA,2011,7940 Jake View Ln,92129,USD,1725,3,3,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,750000,523,San Diego,CA,1995,11555 Westview Pkwy,92126,USD,1433,3,3,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,599000,633,San Diego,CA,1998,10950 Ivy Hill Dr UNIT 1,92131,USD,946,2,2,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,1245000,536,San Diego,CA,1992,9584 Oviedo St,92129,USD,2323,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1069900,462,San Diego,CA,2003,13226 Corte Bella Vis,92129,USD,2316,4,4,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1725000,531,San Diego,CA,2000,11327 Luxembourg Way,92131,USD,3247,3,5,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,629999,466,San Diego,CA,1992,9930 Scripps Vista Way UNIT 148,92131,USD,1352,3,3,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,550000,593,San Diego,CA,1987,9489 Fairgrove Ln UNIT 104,92129,USD,927,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,875000,608,San Diego,CA,1987,8652 Rideabout Ln,92129,USD,1439,3,3,1,2,1,One,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1699000,499,San Diego,CA,2002,8218 Torrey Gardens Pl,92129,USD,3408,5,5,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,958800,570,San Diego,CA,1983,12990 La Tortola,92129,USD,1683,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1010000,480,San Diego,CA,1990,11659 River Rim Rd,92126,USD,2102,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,535000,524,San Diego,CA,1998,10756 Sabre Hill Dr UNIT 167,92128,USD,1021,2,2,0,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,849999,672,San Diego,CA,1995,10705 Ballystock Ct,92131,USD,1264,3,2,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,710000,525,San Diego,CA,1992,10070 Scripps Vista Way UNIT 15,92131,USD,1352,3,3,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,499000,538,San Diego,CA,1986,9418 Twin Trails Dr UNIT 104,92129,USD,927,2,2,0,0,0,One,0,0,0,CONDO,San Diego County
Listed for sale,450000,600,San Diego,CA,1992,9929 Azuaga St UNIT 103,92129,USD,750,1,2,1,0,0,One,1,1,0,CONDO,San Diego County
Listed for sale,1000000,511,San Diego,CA,1974,12477 Via Cabezon,92129,USD,1958,3,4,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,479000,441,San Diego,CA,1989,9965 Scripps Westview Way UNIT 37,92131,USD,1086,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,900000,538,San Diego,CA,1971,8234 Calle Calzada,92126,USD,1674,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1150000,364,Fallbrook,CA,1979,254 N Old Hill Rd,92028,USD,3159,5,4,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,875000,382,Fallbrook,CA,1975,1111 Palomino Rd,92028,USD,2288,3,4,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1200000,306,Fallbrook,CA,1998,1110 Arroyo Pacifica,92028,USD,3919,4,5,1,3,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,939000,552,Fallbrook,CA,1984,349 E Alvarado St,92028,USD,1700,3,1,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,769000,316,Fallbrook,CA,2019,375 Ventasso Way,92028,USD,2437,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,585000,346,Fallbrook,CA,1977,1031 Emelita St,92028,USD,1691,2,3,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1049000,369,Fallbrook,CA,2000,3660 Paseo De Olivos,92028,USD,2842,3,4,1,3,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,850000,341,Fallbrook,CA,1990,1546 El Nido Dr,92028,USD,2490,2,3,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1200000,383,Fallbrook,CA,1990,1032 Los Alisos N,92028,USD,3134,3,4,1,4,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,443,Fallbrook,CA,1972,1310 Los Conejos Rd,92028,USD,1352,2,3,1,2,1,One,1,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,775000,357,Fallbrook,CA,1978,4634 Sleeping Indian Rd,92028,USD,2171,2,2,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,799900,457,Fallbrook,CA,1989,4404 E Sandia Creek Ter,92028,USD,1749,2,3,1,3,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,650000,330,Fallbrook,CA,2010,4148 Lake Park Ln,92028,USD,1970,3,3,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,549900,391,Fallbrook,CA,1974,938 E Alvarado St,92028,USD,1405,2,3,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1190000,1055,Fallbrook,CA,1982,2172 Rainbow Glen Rd,92028,USD,1128,2,2,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,839900,279,Fallbrook,CA,2019,35745 Bay Morgan Ln,92028,USD,3006,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,845000,313,Fallbrook,CA,1989,2074 Tudor Ln,92028,USD,2700,3,3,1,3,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,650000,284,Fallbrook,CA,2018,418 Calabrese St,92028,USD,2285,3,4,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,999900,266,Fallbrook,CA,2007,3706 Lake Circle Dr,92028,USD,3766,4,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1750000,367,Fallbrook,CA,1990,40907 Via Ranchitos,92028,USD,4770,5,4,1,3,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,385000,608,Fallbrook,CA,1921,2041 Rainbow Valley Blvd,92028,USD,633,2,2,1,0,0,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1350000,421,Fallbrook,CA,1977,1485 Via Ladera,92028,USD,3206,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,439000,398,San Diego,CA,1978,10267 Black Mountain Rd APT L5,92126,USD,1104,2,2,1,0,0,Two,0,1,0,CONDO,San Diego County
Listed for sale,324000,474,San Diego,CA,1979,9889 Caminito Marlock APT 11,92131,USD,684,1,1,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,972300,520,San Diego,CA,1985,10913 Sunny Meadow St,92126,USD,1871,3,4,1,2,1,0,1,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,535000,432,San Diego,CA,1973,10514 Caminito Baywood,92126,USD,1239,2,3,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,735000,477,San Diego,CA,1973,10465 Caminito Mayten,92131,USD,1540,3,3,1,2,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,529000,462,San Diego,CA,1981,8353 Summerdale Rd #B,92126,USD,1146,3,2,1,0,0,Two,0,1,0,CONDO,San Diego County
Listed for sale,650000,464,San Diego,CA,1989,11147 Scripps Ranch Blvd,92131,USD,1402,2,2,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,789000,578,San Diego,CA,1980,7978 Hemphill Dr,92126,USD,1366,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,660000,582,San Diego,CA,2002,11456 Miro Cir,92131,USD,1134,2,2,1,1,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,500000,598,San Diego,CA,2002,10848 Scripps Ranch Blvd APT 105,92131,USD,836,1,1,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,697000,693,San Diego,CA,1974,9039 Amberly Cir,92126,USD,1006,1,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,860000,578,San Diego,CA,1979,10510 Parkdale Ave,92126,USD,1488,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,775000,379,Ramona,CA,1988,16203 Aneas Ct,92065,USD,2044,2,4,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,690000,274,Ramona,CA,1987,23718 Vista Ramona Rd,92065,USD,2521,3,5,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,719000,394,Ramona,CA,1990,1262 Anna Rose Ln,92065,USD,1823,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,995000,359,Ramona,CA,1996,17101 Woodson View Ln,92065,USD,2770,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1150000,544,Ramona,CA,1989,16575 Highland Trails Dr,92065,USD,2114,3,4,1,2,1,Two,1,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,685000,398,Ramona,CA,1986,23815 Oak Meadow Dr,92065,USD,1720,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1500000,403,Ramona,CA,2005,15435 Manzanita Ranch Rd,92065,USD,3720,5,5,1,3,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,759000,594,Ramona,CA,1960,801 Poplar St,92065,USD,1277,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,945000,392,Ramona,CA,2008,2225 Tyler Way,92065,USD,2408,3,4,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,625000,376,Ramona,CA,1979,24044 Nectar Way,92065,USD,1662,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,765000,243,Ramona,CA,1979,15515 Calistoga Dr,92065,USD,3148,4,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,834888,371,Ramona,CA,1986,1369 Hanson Way,92065,USD,2248,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,939000,381,Ramona,CA,1999,16548 Daza Dr,92065,USD,2464,3,5,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,595000,496,Ramona,CA,1976,2334 San Diego Ave,92065,USD,1200,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,799900,226,Ramona,CA,1981,15426 Vista Vicente Dr,92065,USD,3546,3,4,1,3,1,Multi/Split,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,900000,310,Ramona,CA,2006,23726 Gymkhana Rd,92065,USD,2900,5,6,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,680000,285,Ramona,CA,1989,23636 Atex Ct,92065,USD,2389,3,3,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2500000,2500,Ramona,CA,2009,19754 Sunset Oaks Dr,92065,USD,1000,1,3,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,719900,342,Ramona,CA,1979,24021 Vista Vicente Ct,92065,USD,2102,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,799900,406,Ramona,CA,2016,1702 Olive St,92065,USD,1969,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,855000,395,Ramona,CA,1989,24912 Via Lopez Ct,92065,USD,2166,3,3,1,4,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,649000,480,Ramona,CA,1972,1758 El Cajon Ln,92065,USD,1352,2,4,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,799900,271,Ramona,CA,2000,23448 Calistoga Pl,92065,USD,2952,3,4,1,3,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,7495000,1601,Cardiff By The Sea,CA,1991,2520-2524 San Elijo Ave,92007,USD,4682,5,3,1,3,1,Three Or More,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2100000,961,Cardiff,CA,2021,1716 Freda Ln,92007,USD,2186,3,5,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1749000,1210,Cardiff,CA,1951,1728 Glasgow Ave,92007,USD,1446,3,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1700000,808,Cardiff,CA,1961,935 Robley Pl,92007,USD,2103,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1970000,789,Cardiff,CA,1988,1927 Playa Riviera Dr,92007,USD,2496,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2695000,913,Cardiff,CA,1979,2462 Newport Ave,92007,USD,2952,4,6,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3695000,1045,Cardiff,CA,2003,1583 Vivaldi St,92007,USD,3537,4,4,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3500000,1507,Cardiff By The Sea,CA,2022,1545 San Elijo Ave,92007,USD,2322,5,5,1,2,1,Two,0,0,1,SINGLE_FAMILY,San Diego County
Listed for sale,949000,306,Pine Valley,CA,1950,28950 Laguna Trl,91962,USD,3105,4,3,1,0,0,Multi/Split,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,420000,429,Campo,CA,1946,29481 Manzanita Dr,91906,USD,980,2,2,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,450000,240,Campo,CA,1987,2462 Cedar Dr,91906,USD,1872,2,3,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,639998,311,Campo,CA,2011,2460 Pine Dr,91906,USD,2058,3,3,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,375000,473,Campo,CA,1974,28670 Highway 94,91906,USD,792,1,2,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,349000,349,Campo,CA,1944,2494 Sage Dr,91906,USD,1000,1,2,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,449000,486,Campo,CA,1972,2531 Lake Shore Dr,91906,USD,923,1,3,0,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,949900,352,Alpine,CA,1990,348 Bridle Run Pl,91901,USD,2695,4,4,1,3,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,799000,414,Alpine,CA,1975,1411 Blue Lilac Ln,91901,USD,1929,3,4,1,2,1,Three Or More,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,689000,417,Alpine,CA,1996,2509 Columbine Dr,91901,USD,1651,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,725000,358,Alpine,CA,1977,2861 Olive View Rd,91901,USD,2024,2,3,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1150000,397,Alpine,CA,2004,3506 Fazio Rd,91901,USD,2896,3,3,1,3,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,850000,395,Alpine,CA,1995,702 Camino Scarpitta,91901,USD,2152,3,3,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,429,Alpine,CA,2005,1143 Peutz Valley Rd,91901,USD,1397,2,3,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,270,Alpine,CA,1995,3580 Emmanuel Way,91901,USD,2217,3,4,1,0,0,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,950000,381,Alpine,CA,1951,1373 Real Way Ln,91901,USD,2493,2,3,1,0,0,One,1,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,349500,348,Alpine,CA,1995,1434 Marshall Rd UNIT 3,91901,USD,1005,2,2,1,0,0,Two,0,1,0,CONDO,San Diego County
Listed for sale,770000,424,Alpine,CA,2006,2293 Marquand Ct,91901,USD,1814,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,750000,515,Alpine,CA,1983,2042 Lilac Ln,91901,USD,1456,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,799000,617,San Diego,CA,1967,2285 Crandall Dr,92111,USD,1296,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,369000,394,San Diego,CA,1975,3230 Ashford St,92111,USD,936,2,2,1,0,0,Multi/Split,0,1,0,CONDO,San Diego County
Listed for sale,950000,404,San Diego,CA,1958,4011 Armstrong St,92111,USD,2350,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,839000,583,San Diego,CA,1989,7013 Osler St,92111,USD,1438,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,525000,525,San Diego,CA,1973,5695 Caminito Katerina,92111,USD,1000,2,2,1,2,1,Two,0,1,0,TOWNHOUSE,San Diego County
